Product URL,Video Key,Status,Error Message
"https://www.woodenstreet.com/product/arvana-motorized-recliner-sofa","66ZrTmZ6MKU","Error","Watch video on YouTube"
"https://www.woodenstreet.com/product/vedic-3-seater-sofa-with-cane-and-brass-detail-teak-finish-jade-ivory","W00zNiaoBDY","Error","Watch video on YouTube"
